quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y,dbh,condition,crown_position,shape,damage,observation,ExactDate,censusID
M06,885,M06_885,M06_885,TEST,,Prior,240,130,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M06,886,M06_886,M06_886,TEST,,Prior,230,40,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M06,887,M06_887,M06_887,TEST,,Prior,240,180,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M07,229,M07_229,M07_229,TEST,,Prior,20,460,13.4,V,CD,Z,,,2/6/2024,2024
M07,230,M07_230,M07_230,TEST,,Prior,130,415,7.9,V,IN,Z,,,2/6/2024,2024
M07,231,M07_231,M07_231,TEST,,Prior,90,495,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M07,59,M07_59,M07_59,TEST,,Prior,130,340,9.5,V,CD,I,,,2/6/2024,2024
M07,60,M07_60,M07_60,TEST,,Prior,160,350,7.3,V,CD,Z,,,2/6/2024,2024
M07,61,M07_61,M07_61,TEST,,Prior,0,190,8.9,V,BD,I,,,2/6/2024,2024
M07,62,M07_62,M07_62,TEST,,Prior,13,208,10.3,M,-999,,,,2/6/2024,2024
M08,465,M08_465,M08_465,TEST,,Prior,207,464,19.5,V,DO,,,,2/6/2024,2024
M08,466,M08_466,M08_466,TEST,,Prior,320,473,20,V,DO,,,,2/6/2024,2024
M08,467,M08_467,M08_467,TEST,,Prior,143,200,6.8,M,-999,,,,2/6/2024,2024
M09,168,M09_168,M09_176,TEST,R1,Prior,350,70,10.8,V,CD,I,,,2/6/2024,2024
M09,169,M09_169,M09_176,TEST,R1,Prior,360,117,14.5,V,IN,I,,,2/6/2024,2024
M09,170,M09_170,M09_176,TEST,R1,Prior,360,160,10.8,V,IN,I,,,2/6/2024,2024
M09,171,M09_171,M09_176,TEST,R1,Prior,380,110,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M09,172,M09_172,M09_176,TEST,R1,Prior,380,125,10.4,V,IN,I,,,2/6/2024,2024
M09,173,M09_173,M09_176,TEST,R1,Prior,390,103,10.4,V,IN,I,,,2/6/2024,2024
M09,174,M09_174,M09_176,TEST,R1,Prior,420,103,6.3,V,IN,I,,,2/6/2024,2024
M09,175,M09_175,M09_176,TEST,R1,Prior,420,130,7.8,V,IN,I,,,2/6/2024,2024
M09,176,M09_176,M09_176,TEST,R1,Prior,500,140,16.9,V,IN,I,,,2/6/2024,2024
M09,177,M09_177,M09_176,TEST,R1,Prior,60,70,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M09,178,M09_178,M09_176,TEST,R1,Prior,15,120,10.5,V,BD,I,,Tiene mal las coordenadas,2/6/2024,2024
M09,179,M09_179,M09_176,TEST,R1,Prior,460,120,9.6,V,IN,I,,,2/6/2024,2024
M09,180,M09_180,M09_181,TEST,R2,Prior,475,300,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M09,181,M09_181,M09_181,TEST,R2,Prior,475,310,12,V,BD,r,,,2/6/2024,2024
M09,691,M09_691,M09_691,TEST,,Prior,30,370,33,V,EM,,,,2/6/2024,2024
M09,692,M09_692,M09_692,TEST,,Prior,60,370,25,V,EM,,,,2/6/2024,2024
M09,693,M09_693,M09_693,TEST,,Prior,120,180,12.7,V,CD,,,,2/6/2024,2024
M09,694,M09_694,M09_694,TEST,,Prior,100,180,18.7,V,CD,,,,2/6/2024,2024
M09,695,M09_695,M09_695,TEST,,Prior,130,200,10.3,V,CD,I,,,2/6/2024,2024
M09,696,M09_696,M09_696,TEST,,Prior,370,0,17.9,V,DO,,,,2/6/2024,2024
M09,697,M09_697,M09_697,TEST,,Prior,250,220,17,V,CD,,,,2/6/2024,2024
M09,698,M09_698,M09_698,TEST,,Prior,260,210,27,V,CD,,,,2/6/2024,2024
M09,699,M09_699,M09_699,NONI,,Prior,450,180,46.6,V,DO,,,,2/6/2024,2024
M09,700,M09_700,M09_700,TEST,,Prior,485,130,17.8,V,IN,I,,,2/6/2024,2024
M10,538,M10_538,M10_538,TEST,,Prior,60,350,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M10,539,M10_539,M10_539,TEST,,Prior,190,230,16.5,V,CD,I,,,2/6/2024,2024
M10,540,M10_540,M10_540,TEST,,Prior,215,218,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M10,541,M10_541,M10_541,TEST,,Prior,210,150,12.9,V,CD,I,,Horizontal,2/6/2024,2024
M10,542,M10_542,M10_542,TEST,,Prior,180,95,14.3,V,CD,I,,Horizontal,2/6/2024,2024
M10,543,M10_543,M10_543,TEST,,Prior,170,90,14.3,V,CD,I,,Horizontal,2/6/2024,2024
M10,559,M10_559,M10_559,TEST,,Prior,400,121,22.5,V,DO,I,,,2/6/2024,2024
M10,560,M10_560,M10_560,TEST,,Prior,339,141,18,V,CD,I,,,2/6/2024,2024
M10,561,M10_561,M10_561,TEST,,Prior,363,153,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M10,562,M10_562,M10_562,TEST,,Prior,290,193,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M10,564,M10_564,M10_564,-999,,Prior,383,180,5.2,M,-999,,,,2/6/2024,2024
M10,565,M10_565,M10_565,TEST,,Prior,188,135,16.8,V,CD,I,,Horizontal,2/6/2024,2024
M10,566,M10_566,M10_566,TEST,,Prior,181,205,32,V,CD,I,,Horizontal,2/6/2024,2024
M11,579,M11_579,M11_579,TEST,,Prior,40,150,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,580,M11_580,M11_580,TEST,,Prior,55,50,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,582,M11_582,M11_582,-999,,Prior,290,160,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,584,M11_584,M11_584,CRHO,,Prior,490,260,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,585,M11_585,M11_585,CRHO,,Prior,330,190,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,586,M11_586,M11_586,CRHO,R1,Prior,340,280,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,587,M11_587,M11_586,CRHO,R1,Prior,370,280,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,588,M11_588,M11_588,CRHO,,Prior,350,300,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,589,M11_589,M11_589,TEST,,Prior,340,360,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,590,M11_590,M11_590,TEST,,Prior,320,380,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,591,M11_591,M11_586,CRHO,R1,Prior,270,330,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M11,592,M11_592,M11_592,-999,,Prior,240,15,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M12,547,M12_547,M12_547,TEST,,Prior,249,48,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M12,548,M12_548,M12_548,PONU,,Prior,135,140,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M12,549,M12_549,M12_549,-999,,Prior,110,410,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M12,550,M12_550,M12_550,TEST,,Prior,213,470,-999,A,-999,-999,De,Parcela bajo ramas,2/6/2024,2024
M13,453,M13_453,M13_453,PONU,,Prior,15,280,10.6,V,CD,A,,,2/6/2024,2024
M13,454,M13_454,M13_454,-999,,Prior,33,0,24.5,V,EM,,,,2/6/2024,2024
M13,455,M13_455,M13_455,PONU,,Prior,89,215,16.6,V,IN,,,,2/6/2024,2024
M13,456,M13_456,M13_456,PONU,,Prior,165,285,24.8,V,CD,,,,2/6/2024,2024
M13,457,M13_457,M13_457,-999,,Prior,165,257,11.7,M,-999,,,En descomposicion,2/6/2024,2024
M13,458,M13_458,M13_458,PONU,,Prior,130,180,28,M,-999,,,,2/6/2024,2024
M13,459,M13_459,M13_459,-999,,Prior,265,285,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M13,460,M13_460,M13_460,-999,,Prior,300,243,18.9,M,-999,,,,2/6/2024,2024
M13,461,M13_461,M13_461,PONU,,Prior,385,245,31,V,EM,,,,2/6/2024,2024
M13,462,M13_462,M13_462,TEST,,Prior,325,265,8.5,M,-999,,,,2/6/2024,2024
M13,463,M13_463,M13_463,TEST,,Prior,350,380,7.9,V,IN,,,,2/6/2024,2024
M13,464,M13_464,M13_464,TEST,,Prior,335,365,8,V,IN,,,,2/6/2024,2024
M13,465,M13_465,M13_465,-999,,Prior,410,35,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M13,466,M13_466,M13_466,TEST,,Prior,440,110,15.5,M,-999,,,,2/6/2024,2024
M13,467,M13_467,M13_467,TEST,,Prior,440,160,6.9,E,CD,,,,2/6/2024,2024
M13,469,M13_469,M13_469,PONU,,Prior,420,175,37.5,V,DO,Z,,,2/6/2024,2024
M13,470,M13_470,M13_470,TEST,,Prior,230,35,15,V,BD,I,,DAP lineal,2/6/2024,2024
M13,471,M13_471,M13_471,TEST,,Prior,230,35,18.5,V,CD,I,,,2/6/2024,2024
M14,439,M14_439,M14_439,TEST,,Prior,480,16,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M14,440,M14_440,M14_440,TEST,,Prior,490,76,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M14,441,M14_441,M14_441,CRHO,,Prior,330,323,8.9,V,CD,,,,2/6/2024,2024
M14,442,M14_442,M14_442,CRHO,,Prior,355,323,8.1,V,CD,,,,2/6/2024,2024
M14,444,M14_444,M14_444,CRHO,,Prior,297,378,6.5,M,-999,,,,2/6/2024,2024
M14,445,M14_445,M14_445,CRHO,,Prior,95,423,6.4,V,BD,I,Sh,Con pocas hojas,2/6/2024,2024
M14,446,M14_446,M14_446,CRHO,,Prior,287,480,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M14,449,M14_449,M14_449,CRHO,,Prior,340,450,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M14,450,M14_450,M14_450,-999,,Prior,500,380,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M15,510,M15_510,M15_510,CRHO,,Prior,165,264,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M15,511,M15_511,M15_511,-999,,Prior,150,366,-999,M,-999,,,En descomposicion,2/6/2024,2024
M15,512,M15_512,M15_512,-999,,Prior,84,403,-999,M,-999,,,En descomposicion,2/6/2024,2024
M15,513,M15_513,M15_513,TEST,,Prior,55,440,-999,M,-999,,,,2/6/2024,2024
M15,514,M15_514,M15_514,TEST,,Prior,197,377,8.2,V,BD,I,,,2/6/2024,2024
M15,515,M15_515,M15_515,CRHO,,Prior,192,50,5.5,V,IN,I,,,2/6/2024,2024
M15,516,M15_516,M15_516,CRHO,,Prior,254,141,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M15,517,M15_517,M15_517,CRHO,,Prior,290,152,6.1,E,IN,I,,,2/6/2024,2024
M15,518,M15_518,M15_518,CRHO,,Prior,241,31,6.5,M,-999,,,,2/6/2024,2024
M15,519,M15_519,M15_519,CRHO,,Prior,271,49,7.9,M,-999,,,,2/6/2024,2024
M15,520,M15_520,M15_520,CAPA,,Prior,276,188,5.8,V,IN,I,,,2/6/2024,2024
M15,521,M15_521,M15_521,TEST,,Prior,238,227,7.9,V,CD,Z,,,2/6/2024,2024
M15,522,M15_522,M15_522,DRWI,,Prior,370,103,7.8,V,IN,,,,2/6/2024,2024
M15,523,M15_523,M15_523,TEST,,Prior,388,146,8.3,V,CD,,,,2/6/2024,2024
M15,524,M15_524,M15_524,CAPA,,Prior,440,89,6.5,M,-999,,,,2/6/2024,2024
M15,525,M15_525,M15_525,TEST,,Prior,428,139,9,V,CD,,,,2/6/2024,2024
M15,526,M15_526,M15_526,CRHO,,Prior,260,280,6.3,V,IN,I,,,2/6/2024,2024
M15,527,M15_527,M15_527,TEST,,Prior,220,326,10.5,V,CD,,,,2/6/2024,2024
M15,528,M15_528,M15_528,TEST,,Prior,307,383,10,V,CD,,,,2/6/2024,2024
M15,530,M15_530,M15_530,CAPA,,Prior,440,377,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M16,123,M16_123,M16_123,TEST,,Prior,500,320,9.4,V,BD,Z,,,2/6/2024,2024
M16,124,M16_124,M16_124,-999,,Prior,10,140,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M16,125,M16_125,M16_125,TEST,,Prior,150,40,27.5,V,DO,,,,2/6/2024,2024
M16,126,M16_126,M16_126,-999,,Prior,90,0,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M16,127,M16_127,M16_127,CAPA,,Prior,250,156,7,V,BD,,,,2/6/2024,2024
M16,128,M16_128,M16_128,TEST,,Prior,244,230,7.3,V,BD,r,,Horizontal,2/6/2024,2024
M16,129,M16_129,M16_129,TEST,,Prior,330,287,14.4,V,CD,,,,2/6/2024,2024
M16,130,M16_130,M16_130,TEST,,Prior,405,303,8.5,V,CD,,,,2/6/2024,2024
M16,131,M16_131,M16_131,TEST,,Prior,304,460,8,V,DO,,,,2/6/2024,2024
M16,132,M16_132,M16_132,TEST,,Prior,390,475,6,V,IN,Z,Sh,Con pocas hojas,2/6/2024,2024
M17,176,M17_176,M17_176,TEST,,Prior,402,30,8.3,V,CD,,,,2/6/2024,2024
M17,177,M17_177,M17_177,TEST,,Prior,348,90,8.8,V,CD,Z,,,2/6/2024,2024
M17,178,M17_178,M17_178,TEST,,Prior,117,107,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M17,179,M17_179,M17_179,TEST,,Prior,50,431,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M18,166,M18_166,M18_166,SACO,,Prior,248,389,13.5,V,EM,,,,2/6/2024,2024
M18,167,M18_167,M18_167,NONI,,Prior,364,266,65,V,EM,,,,2/6/2024,2024
M18,168,M18_168,M18_168,NONI,,Prior,500,209,64,V,EM,,,,2/6/2024,2024
M18,169,M18_169,M18_169,NONI,,Prior,468,209,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M18,170,M18_170,M18_170,TEST,,Prior,99,73,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M18,171,M18_171,M18_171,TEST,,Prior,40,92,32,V,BD,I,,,2/6/2024,2024
M18,172,M18_172,M18_172,SACO,,Prior,59,20,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M18,173,M18_173,M18_173,TEST,,Prior,210,10,15.5,V,CD,I,Dd,Descabezado pero con rebrote,2/6/2024,2024
M18,174,M18_174,M18_174,GEAV,,Prior,88,16,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M18,176,M18_176,M18_176,SACO,,Prior,245,414,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M19,133,M19_133,M19_133,NONI,,Prior,165,203,20.9,V,DO,,,,2/6/2024,2024
M19,134,M19_134,M19_134,TEST,,Prior,34,161,14.1,V,BD,Z,,,2/6/2024,2024
M19,135,M19_135,M19_135,GEAV,,Prior,130,210,5.7,V,CD,,,,2/6/2024,2024
M19,136,M19_136,M19_136,TEST,,Prior,104,272,-999,A,-999,-999,,No encontrado,2/6/2024,2024
M19,137,M19_137,M19_137,GEAV,,Prior,205,225,13,V,DO,,,,2/6/2024,2024
M19,139,M19_139,M19_139,-999,,Prior,162,480,5,M,-999,,,,2/6/2024,2024
M19,140,M19_140,M19_140,-999,,Prior,220,404,10,M,-999,,,,2/6/2024,2024
M19,141,M19_141,M19_141,-999,,Prior,451,101,8.4,M,-999,,,,2/6/2024,2024
M19,142,M19_142,M19_142,GEAV,,Prior,303,366,6,V,BD,,,,2/6/2024,2024
M19,407,M19_407,M19_407,-999,,Prior,303,340,14.9,M,-999,,,,2/6/2024,2024
M20,113,M20_113,M20_113,CAPA,,Prior,0,328,9.7,V,DO,,,,2/6/2024,2024
M20,114,M20_114,M20_114,DRWI,,Prior,171,453,10.5,V,CD,,,,2/6/2024,2024
M20,115,M20_115,M20_115,-999,,Prior,351,304,-999,M,-999,,,Nos quedamos la placa,2/6/2024,2024
M20,116,M20_116,M20_116,-999,,Prior,369,24,7,M,-999,,,Nos quedamos la placa,2/6/2024,2024
M20,117,M20_117,M20_117,-999,,Prior,228,71,19.8,M,-999,,Dd,Descabezado,2/6/2024,2024
M20,121,M20_121,M20_121,TEST,,Prior,362,459,8.5,V,CD,,,Error de tipeo,2/6/2024,2024
M20,127,M20_127,M20_127,TEST,,Prior,23,41,7.6,V,CD,,,,2/6/2024,2024
M20,129,M20_129,M20_129,TEST,,Prior,460,406,12.7,V,CD,,,,2/6/2024,2024
N01,880,N01_880,N01_880,TEST,,Prior,150,65,8.2,V,BD,I,,,2/6/2024,2024
N01,881,N01_881,N01_881,TEST,,Prior,140,100,17.5,V,EM,T,,,2/6/2024,2024
N01,882,N01_882,N01_882,TEST,,Prior,125,135,15.5,V,DO,,,,2/6/2024,2024
N01,883,N01_883,N01_883,TEST,,Prior,225,300,18.1,V,DO,T,,,2/6/2024,2024
N01,884,N01_884,N01_884,TEST,,Prior,15,390,11.7,V,IN,,,,2/6/2024,2024
N01,885,N01_885,N01_885,TEST,,Prior,0,470,6.1,V,IN,,,,2/6/2024,2024
N01,886,N01_886,N01_886,TEST,,Prior,15,470,8.3,V,IN,,,,2/6/2024,2024
N01,887,N01_887,N01_887,TEST,,Prior,105,405,11,V,IN,,,,2/6/2024,2024
N01,888,N01_888,N01_888,TEST,,Prior,160,495,12.3,V,CD,T,,,2/6/2024,2024
N02,1533,N02_1533,N02_1533,TEST,,Prior,20,190,11.5,V,BD,I,,,2/6/2024,2024
N02,1534,N02_1534,N02_1534,TEST,,Prior,50,170,8.4,V,BD,I,,con musgo,2/6/2024,2024
N02,1535,N02_1535,N02_1535,TEST,,Prior,50,250,6,V,BD,A,,,2/6/2024,2024
N02,1536,N02_1536,N02_1536,-999,,Prior,80,200,19.5,M,-999,,,,2/6/2024,2024
N02,1537,N02_1537,N02_1537,TEST,,Prior,90,270,14.5,V,IN,,,,2/6/2024,2024
N02,1538,N02_1538,N02_1538,NONI,,Prior,100,280,34.2,V,EM,,,es NN,2/6/2024,2024
N02,1539,N02_1539,N02_1539,NONI,,Prior,120,240,22.5,V,IN,A,,es NN,2/6/2024,2024
N02,1540,N02_1540,N02_1540,-999,,Prior,410,230,-999,A,-999,-999,,chapa en el suelo sin individuo asociado,2/6/2024,2024
N02,1541,N02_1541,N02_1541,-999,,Prior,410,200,-999,M,-999,,,,2/6/2024,2024
N02,1542,N02_1542,N02_1542,TEST,,Prior,440,330,8.2,V,BD,T,,dap menor al anterior,2/6/2024,2024
N02,1543,N02_1543,N02_1543,TEST,,Prior,44,475,11.2,V,IN,Z,,,2/6/2024,2024
N02,1544,N02_1544,N02_1544,TEST,,Prior,34,420,8.3,V,BD,,,,2/6/2024,2024
N02,1545,N02_1545,N02_1545,TEST,,Prior,440,360,7.3,V,BD,,,,2/6/2024,2024
N03,1304,N03_1304,N03_1304,TEST,,Prior,330,390,5.9,V,CD,,,,2/6/2024,2024
N03,1305,N03_1305,N03_1305,TEST,,Prior,12,58,15.3,V,IN,I,,,2/6/2024,2024
N03,1306,N03_1306,N03_1306,TEST,,Prior,190,230,6.5,V,BD,,,,2/6/2024,2024
N03,1307,N03_1307,N03_1307,-999,,Prior,275,155,8,M,-999,,,,2/6/2024,2024
N03,1308,N03_1308,N03_1308,TEST,,Prior,305,135,7,V,IN,T,,,2/6/2024,2024
N03,1310,N03_1310,N03_1310,TEST,R1,Prior,320,75,8.2,V,IN,,,R1 con 1311,2/6/2024,2024
N04,1274,N04_1274,N04_1274,TEST,R1,Prior,250,460,10.5,V,IN,,,R1 con 2341,2/6/2024,2024
N04,1275,N04_1275,N04_1275,TEST,,Prior,260,420,12.3,V,CD,,,con musgo,2/6/2024,2024
N04,1276,N04_1276,N04_1276,TEST,,Prior,270,430,7.2,V,IN,T,,,2/6/2024,2024
N04,1277,N04_1277,N04_1277,TEST,,Prior,410,440,22,V,IN,I,,con musgo,2/6/2024,2024
N04,1278,N04_1278,N04_1278,TEST,,Prior,400,440,14.2,V,IN,I,,,2/6/2024,2024
N04,1279,N04_1279,N04_1279,TEST,,Prior,450,150,8.5,M,BD,I,,con liana,2/6/2024,2024
N04,1280,N04_1280,N04_1280,TEST,,Prior,500,500,9.4,V,CD,I,,,2/6/2024,2024
N05,979,N05_979,N05_979,-999,,Prior,70,215,8.9,M,-999,,,con liana,2/6/2024,2024
N05,980,N05_980,N05_980,-999,,Prior,122,430,7.5,M,-999,,,,2/6/2024,2024
N05,981,N05_981,N05_981,TEST,,Prior,220,437,5.5,V,CD,I,,con rebrote,2/6/2024,2024
N05,982,N05_982,N05_982,-999,,Prior,210,160,5.7,M,-999,,C,log,2/6/2024,2024
N05,983,N05_983,N05_983,TEST,,Prior,160,130,18,V,BD,I,,,2/6/2024,2024
N06,2390,N06_2390,N06_2390,TEST,,Prior,280,230,13.5,V,DO,,,chapa cambió a 2390,2/6/2024,2024
N06,888,N06_888,N06_888,TEST,,Prior,270,450,9.8,V,DO,I,,,2/6/2024,2024
N06,889,N06_889,N06_889,TEST,,Prior,280,470,7,V,DO,I,,al lado de 888,2/6/2024,2024
N06,890,N06_890,N06_890,TEST,,Prior,460,350,6.8,V,DO,Z,,es ts,2/6/2024,2024
N06,891,N06_891,N06_891,PONU,,Prior,450,340,12.4,V,CD,I,,,2/6/2024,2024
N06,893,N06_893,N06_893,TEST,,Prior,480,170,11.3,V,CD,I,,con rebrote,2/6/2024,2024
N06,894,N06_894,N06_894,PONU,,Prior,480,90,35.5,V,DO,I,,mucho musgo,2/6/2024,2024
N07,268,N07_268,N07_268,TEST,,Prior,200,370,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N07,269,N07_269,N07_269,TEST,,Prior,350,350,8.6,V,CD,I,,,2/6/2024,2024
N07,270,N07_270,N07_270,TEST,,Prior,330,340,8.5,V,DO,,,con liana,2/6/2024,2024
N07,271,N07_271,N07_271,TEST,,Prior,310,340,8,V,DO,,,,2/6/2024,2024
N07,372,N07_372,N07_372,TEST,,Prior,435,362,8.4,V,CD,,,,2/6/2024,2024
N07,373,N07_373,N07_373,TEST,,Prior,465,172,8.7,V,IN,I,,,2/6/2024,2024
N07,374,N07_374,N07_374,TEST,,Prior,465,228,5.8,V,IN,,,dap menor,2/6/2024,2024
N07,375,N07_375,N07_375,TEST,,Prior,265,131,11.8,V,IN,I,,,2/6/2024,2024
N07,376,N07_376,N07_376,TEST,,Prior,283,132,16,V,DO,,,con liana,2/6/2024,2024
N07,377,N07_377,N07_377,TEST,,Prior,390,0,7.1,V,DO,I,,con liana,2/6/2024,2024
N07,378,N07_378,N07_378,TEST,R1,Prior,380,60,-999,A,-999,-999,,no encontrado,2/6/2024,2024
N07,379,N07_379,N07_378,TEST,R1,Prior,390,70,-999,A,-999,-999,,no encontrado,2/6/2024,2024
N07,380,N07_380,N07_380,TEST,,Prior,300,45,6.9,V,DO,,,,2/6/2024,2024
N07,381,N07_381,N07_381,TEST,,Prior,300,210,8,V,CD,I,,con liana,2/6/2024,2024
N07,382,N07_382,N07_382,TEST,,Prior,170,280,-999,A,-999,-999,,no encontrado,2/6/2024,2024
N08,470,N08_470,N08_470,TEST,R1,Prior,173,0,10,V,BD,I,,R1,2/6/2024,2024
N08,471,N08_471,N08_470,TEST,R1,Prior,173,0,9,V,BD,I,,R1 con rebrotes,2/6/2024,2024
N08,472,N08_472,N08_472,TEST,,Prior,230,124,9,M,-999,r,,,2/6/2024,2024
N08,473,N08_473,N08_473,-999,,Prior,230,29,-999,M,-999,,,,2/6/2024,2024
N09,182,N09_182,N09_182,TEST,,Prior,30,480,17.8,V,DO,,,,2/6/2024,2024
N09,183,N09_183,N09_183,NONI,,Prior,80,460,32.8,M,DO,,Dq,DQ,2/6/2024,2024
N09,184,N09_184,N09_184,TEST,,Prior,120,440,13.9,V,CD,,,,2/6/2024,2024
N09,185,N09_185,N09_185,TEST,,Prior,280,440,7.4,V,IN,,,,2/6/2024,2024
N09,186,N09_186,N09_186,TEST,,Prior,300,420,13,V,CD,,,,2/6/2024,2024
N09,187,N09_187,N09_187,TEST,,Prior,280,400,16.3,V,CD,,,,2/6/2024,2024
N09,190,N09_190,N09_190,TEST,,Prior,270,360,6.8,V,BD,A,,,2/6/2024,2024
N09,191,N09_191,N09_191,TEST,,Prior,330,290,9.3,V,CD,I,,,2/6/2024,2024
N09,192,N09_192,N09_192,TEST,,Prior,370,450,14.9,M,-999,,,,2/6/2024,2024
N09,193,N09_193,N09_193,NONI,,Prior,430,370,47.9,V,EM,,,parte de la copa está muerta,2/6/2024,2024
N10,550,N10_550,N10_550,TEST,,Prior,261,21,6.8,V,BD,r,,,2/6/2024,2024
N10,551,N10_551,N10_551,-999,,Prior,236,16,10.9,M,BD,I,,,2/6/2024,2024
N10,552,N10_552,N10_552,TEST,,Prior,147,5,17.7,V,CD,,,,2/6/2024,2024
N10,553,N10_553,N10_553,CRHO,,Prior,78,281,7.3,Mo,BD,I,,pocas ramas,2/6/2024,2024
N10,554,N10_554,N10_554,CRHO,,Prior,51,248,6.4,V,CD,I,,,2/6/2024,2024
N10,555,N10_555,N10_555,TEST,,Prior,63.5,268,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N10,556,N10_556,N10_556,CRHO,,Prior,127,352,6.3,V,IN,r,,,2/6/2024,2024
N10,557,N10_557,N10_557,TEST,,Prior,380,366,11,V,IN,I,,es tepu,2/6/2024,2024
N10,558,N10_558,N10_558,TEST,,Prior,460,377,11,V,IN,I,,,2/6/2024,2024
N10,900,N10_900,N10_900,TEST,,Prior,385,9,14.1,V,EM,r,,,2/6/2024,2024
N11,593,N11_593,N11_593,CRHO,,Prior,70,60,6.1,M,BD,r,De,cayó un árbol encima,2/6/2024,2024
N11,594,N11_594,N11_594,TEST,,Prior,100,75,24.5,V,BD,r,,con rebrotes,2/6/2024,2024
N11,595,N11_595,N11_595,-999,,Prior,125,100,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N11,597,N11_597,N11_597,CRHO,,Prior,200,310,5.6,V,IN,A,,es CH,2/6/2024,2024
N11,599,N11_599,N11_599,TEST,,Prior,40,310,11.2,V,BD,r,,,2/6/2024,2024
N11,600,N11_600,N11_600,CRHO,,Prior,50,320,5.3,V,IN,I,,,2/6/2024,2024
N11,702,N11_702,N11_702,CRHO,,Prior,170,380,5.9,V,BD,A,,es CH,2/6/2024,2024
N11,703,N11_703,N11_703,CRHO,,Prior,240,340,5.4,V,BD,A,,es CH,2/6/2024,2024
N11,704,N11_704,N11_704,CRHO,,Prior,170,450,8.7,V,BD,A,,,2/6/2024,2024
N11,705,N11_705,N11_705,TEST,,Prior,230,460,5.8,M,-999,,Dq,CH,2/6/2024,2024
N11,706,N11_706,N11_706,CRHO,,Prior,230,430,6.5,V,BD,T,,,2/6/2024,2024
N11,707,N11_707,N11_707,CRHO,,Prior,270,440,7.5,V,IN,A,,,2/6/2024,2024
N11,709,N11_709,N11_709,CRHO,,Prior,340,500,5.5,V,BD,I,,sin liana ni musgo,2/6/2024,2024
N11,710,N11_710,N11_710,TEST,,Prior,455,140,7.5,V,IN,I,,es TS,2/6/2024,2024
N11,711,N11_711,N11_711,CRHO,,Prior,470,60,4.5,M,-999,,,base podrida,2/6/2024,2024
N11,712,N11_712,N11_712,TEST,,Prior,450,50,8.2,V,IN,I,,base abierta,2/6/2024,2024
N11,713,N11_713,N11_713,CRHO,,Prior,430,50,6.3,V,IN,I,,,2/6/2024,2024
N12,551,N12_551,N12_551,TEST,R1,Prior,56,368,9.5,V,EM,,,es TS,2/6/2024,2024
N12,552,N12_552,N12_552,CRHO,,Prior,372,224,6.5,V,BD,I,,,2/6/2024,2024
