quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y,dbh,condition,crown_position,shape,damage,observation,ExactDate,censusID
G12,2202,G12_2202,G12_2202,PONU,,Prior,100,40,41.9,V,DO,I,,Se cambia la placa a 2202 porque la anterior no se encontro,2/5/2024,2024
G12,434,G12_434,G12_434,TEST,,Prior,210,180,21.9,V,BD,I,,,2/5/2024,2024
G12,435,G12_435,G12_435,TEST,,Prior,260,270,22,V,IN,I,,DAP lineal,2/5/2024,2024
G12,437,G12_437,G12_437,CRHO,,Prior,220,330,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G12,438,G12_438,G12_438,CRHO,,Prior,390,460,5.4,V,BD,I,,,2/5/2024,2024
G12,439,G12_439,G12_439,TEST,,Prior,0,0,14.7,V,BD,r,,,2/5/2024,2024
G12,440,G12_440,G12_440,TEST,,Prior,250,440,9.9,V,IN,,,,2/5/2024,2024
G12,441,G12_441,G12_441,TEST,,Prior,270,470,6.8,V,BD,,,,2/5/2024,2024
G13,307,G13_307,G13_307,-999,,Prior,50,150,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G13,308,G13_308,G13_308,TEST,,Prior,280,500,8.1,M,-999,r,,Esta en una pila de troncos,2/5/2024,2024
G13,309,G13_309,G13_309,PONU,,Prior,430,310,30.1,V,EM,,,,2/5/2024,2024
G13,310,G13_310,G13_310,PONU,,Prior,410,170,23.2,V,IN,I,,La placa esta por debajo del tronco,2/5/2024,2024
G13,311,G13_311,G13_311,CRHO,,Prior,390,20,5.9,V,BD,I,,,2/5/2024,2024
G14,318,G14_318,G14_318,CAPA,,Prior,350,250,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G14,320,G14_320,G14_320,CAPA,,Prior,300,470,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G14,328,G14_328,G14_328,CRHO,,Prior,480,480,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G14,491,G14_491,G14_491,TEST,,Prior,370,440,16,V,BD,Z,,DAP lineal,2/5/2024,2024
G14,492,G14_492,G14_492,TEST,,Prior,400,430,9.5,V,IN,Z,,DAP lineal,2/5/2024,2024
G14,493,G14_493,G14_493,TEST,,Prior,390,320,20.7,V,CD,,,,2/5/2024,2024
G14,494,G14_494,G14_494,CRHO,,Prior,300,190,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G14,495,G14_495,G14_495,TEST,,Prior,260,100,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G15,143,G15_143,G15_143,CAPA,,Prior,50,500,6.5,V,IN,I,,,2/5/2024,2024
G15,144,G15_144,G15_144,CAPA,,Prior,53,500,4.9,V,BD,,,Tiene aspecto enfermo,2/5/2024,2024
G15,326,G15_326,G15_326,PONU,,Prior,430,0,13.5,V,DO,,,,2/5/2024,2024
G15,332,G15_332,G15_332,TEST,,Prior,460,250,25,V,BD,I,,,2/5/2024,2024
G15,334,G15_334,G15_334,TEST,,Prior,480,260,13.5,V,BD,I,,,2/5/2024,2024
G16,26,G16_26,G16_26,CRHO,,Prior,410,480,5.2,M,-999,,Dd,Descabezado,2/5/2024,2024
G16,27,G16_27,G16_27,CRHO,,Prior,420,467,6.8,M,-999,,Dd,Descabezado,2/5/2024,2024
G16,380,G16_380,G16_380,PONU,,Prior,124,495,6.5,V,IN,,,,2/5/2024,2024
G16,381,G16_381,G16_381,CRHO,,Prior,400,445,10.8,M,-999,,Dd,Descabezado,2/5/2024,2024
G16,383,G16_383,G16_383,PONU,,Prior,350,320,11.2,V,CD,,,,2/5/2024,2024
G16,386,G16_386,G16_386,CAPA,,Prior,40,60,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G16,389,G16_389,G16_389,PONU,,Prior,290,70,7.8,V,IN,,,,2/5/2024,2024
G16,580,G16_580,G16_580,CAPA,,Prior,90,400,6.3,M,-999,A,,,2/5/2024,2024
G17,541,G17_541,G17_541,-999,,Prior,150,80,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G18,355,G18_355,G18_355,TEST,,Prior,190,290,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G18,357,G18_357,G18_357,TEST,,Prior,170,170,10.1,V,IN,A,,El tronco esta horizontal,2/5/2024,2024
G18,359,G18_359,G18_359,TEST,,Prior,150,320,10,E,BD,Z,,,2/5/2024,2024
G18,361,G18_361,G18_361,CRHO,,Prior,140,70,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G18,364,G18_364,G18_364,CRHO,,Prior,40,40,6.3,V,CD,,,,2/5/2024,2024
G18,407,G18_407,G18_407,TEST,,Prior,140,220,9.2,V,IN,,,,2/5/2024,2024
G18,409,G18_409,G18_409,TEST,,Prior,250,110,9.9,V,BD,Z,,,2/5/2024,2024
G18,410,G18_410,G18_410,TEST,,Prior,180,340,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G18,411,G18_411,G18_411,TEST,,Prior,255,480,18.8,V,IN,A,,,2/5/2024,2024
G18,412,G18_412,G18_412,CRHO,,Prior,330,230,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G18,45,G18_45,G18_45,TEST,,Prior,90,240,6.7,V,BD,,,,2/5/2024,2024
G19,337,G19_337,G19_337,CRHO,,Prior,70,270,4.9,V,BD,I,,No se logra percibir si esta vivo (dap anterior medido con musgo),2/5/2024,2024
G19,339,G19_339,G19_339,CRHO,,Prior,120,230,5.5,V,BD,I,,,2/5/2024,2024
G19,341,G19_341,G19_341,TEST,,Prior,350,170,44.3,V,DO,,,,2/5/2024,2024
G19,342,G19_342,G19_342,TEST,,Prior,320,220,29,V,CD,,,,2/5/2024,2024
G19,343,G19_343,G19_343,TEST,,Prior,440,280,-999,M,-999,,,,2/5/2024,2024
G20,65,G20_65,G20_65,CRHO,,Prior,40,110,6.6,V,BD,I,,,2/5/2024,2024
G20,66,G20_66,G20_66,AMLU,,Prior,30,50,7.1,V,BD,,,,2/5/2024,2024
G20,67,G20_67,G20_67,CRHO,,Prior,0,320,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G20,68,G20_68,G20_68,CAPA,,Prior,80,460,7.9,M,BD,I,,,2/5/2024,2024
G20,69,G20_69,G20_69,SACO,,Prior,90,430,-999,A,-999,-999,,No encontrado,2/5/2024,2024
G20,70,G20_70,G20_70,SACO,,Prior,225,440,11,V,IN,I,,,2/5/2024,2024
G20,71,G20_71,G20_71,TEST,,Prior,370,500,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H01,2319,H01_2319,H01_2319,TEST,R1,Prior,480,400,9,V,IN,I,,R1,2/5/2024,2024
H01,835,H01_835,H01_835,TEST,,Prior,85,35,7,V,BD,b,,,2/5/2024,2024
H01,836,H01_836,H01_836,TEST,,Prior,260,430,8.6,V,BD,I,,dap medido sin musgo,2/5/2024,2024
H01,838,H01_838,H01_2319,TEST,R1,Prior,450,465,8.2,V,IN,I,,R1,2/5/2024,2024
H01,839,H01_839,H01_2319,TEST,R1,Prior,470,355,5.5,V,IN,I,,R1,2/5/2024,2024
H02,1428,H02_1428,H02_1428,TEST,,Prior,180,240,6.8,Mo,BD,I,,,2/5/2024,2024
H02,1430,H02_1430,H02_1432,TEST,R1,Prior,420,390,9,V,IN,I,,R1,2/5/2024,2024
H02,1431,H02_1431,H02_1432,TEST,R1,Prior,430,380,13,V,IN,I,,R1,2/5/2024,2024
H02,1432,H02_1432,H02_1432,TEST,R1,Prior,450,340,17.2,Mo,BD,,Dq,R1,2/5/2024,2024
H02,1474,H02_1474,H02_1474,TEST,,Prior,150,20,11.2,V,IN,I,,,2/5/2024,2024
H02,1475,H02_1475,H02_1475,TEST,,Prior,0,50,18.9,V,IN,,,,2/5/2024,2024
H02,1476,H02_1476,H02_1476,TEST,,Prior,300,0,12.2,V,BD,I,,sin musgo,2/5/2024,2024
H02,1478,H02_1478,H02_1478,TEST,,Prior,440,80,9.2,V,BD,I,,,2/5/2024,2024
H02,1479,H02_1479,H02_1479,TEST,,Prior,470,40,10,V,IN,Z,,,2/5/2024,2024
H02,2287,H02_2287,H02_2287,TEST,,Prior,420,120,6.7,Mo,BD,I,,se cambió chapa a 2287,2/5/2024,2024
H02,2323,H02_2323,H02_2323,TEST,,Prior,100,210,8.2,V,BD,I,,dap medido sin musgo,2/5/2024,2024
H02,2324,H02_2324,H02_2324,TEST,,Prior,230,180,10,V,IN,I,,se cambió chapa 2324,2/5/2024,2024
H03,1049,H03_1049,H03_1049,TEST,,Prior,220,295,10.8,V,BD,Z,,,2/5/2024,2024
H03,1050,H03_1050,H03_1050,TEST,,Prior,200,500,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H03,1051,H03_1051,H03_1051,NONI,,Prior,460,87,19.5,V,EM,,,chapa alta casi a 1.70,2/5/2024,2024
H04,1200,H04_1200,H04_1200,CRHO,,Prior,310,200,5.7,V,BD,I,,,2/5/2024,2024
H04,1201,H04_1201,H04_1201,CRHO,,Prior,330,200,5,V,CD,I,,,2/5/2024,2024
H04,1202,H04_1202,H04_1202,CRHO,,Prior,330,330,6.5,V,BD,I,,,2/5/2024,2024
H04,1203,H04_1203,H04_1203,CRHO,,Prior,370,380,5.5,V,BD,I,,,2/5/2024,2024
H04,1204,H04_1204,H04_1204,CRHO,,Prior,370,310,7.7,V,DO,,,,2/5/2024,2024
H04,1205,H04_1205,H04_1205,CRHO,,Prior,380,340,6.5,V,BD,I,,,2/5/2024,2024
H05,2293,H05_2293,H05_2293,TEST,,Prior,166,178,14.4,V,CD,I,,cambió a chapa 2293,2/5/2024,2024
H05,934,H05_934,H05_934,DRWI,,Prior,20,205,23,V,EM,,,,2/5/2024,2024
H05,935,H05_935,H05_935,TEST,,Prior,185,420,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H06,857,H06_857,H06_857,PONU,,Prior,40,80,14.7,V,CD,r,,árbol diagonal por la parcela,2/5/2024,2024
H06,858,H06_858,H06_858,PONU,,Prior,100,60,14,V,CD,,,dap medido sin musgo,2/5/2024,2024
H07,205,H07_205,H07_205,TEST,,Prior,170,300,16,V,CD,I,,dap medido sin musgo,2/5/2024,2024
H07,209,H07_209,H07_209,TEST,,Prior,360,230,7.9,V,CD,I,,,2/5/2024,2024
H07,210,H07_210,H07_210,TEST,,Prior,310,280,12.5,V,CD,I,,,2/5/2024,2024
H07,211,H07_211,H07_211,TEST,,Prior,350,250,13,V,IN,I,,,2/5/2024,2024
H07,39,H07_39,H07_39,PONU,,Prior,260,250,36.2,V,CD,I,,dap medido sin musgo,2/5/2024,2024
H07,40,H07_40,H07_40,TEST,,Prior,495,290,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H08,442,H08_442,H08_442,TEST,,Prior,270,213,6.4,V,BD,,,,2/5/2024,2024
H08,443,H08_443,H08_443,TEST,,Prior,402,120,8,V,CD,,,,2/5/2024,2024
H08,444,H08_444,H08_444,TEST,,Prior,394,90,8.2,V,CD,I,,,2/5/2024,2024
H08,674,H08_674,H08_674,CRHO,,Prior,374,295,7.9,V,DO,,,,2/5/2024,2024
H09,650,H09_650,H09_650,CAPA,,Prior,70,300,9.9,V,CD,,,,2/5/2024,2024
H09,651,H09_651,H09_651,DRWI,,Prior,260,270,9.5,V,DO,,,,2/5/2024,2024
H09,652,H09_652,H09_652,SACO,,Prior,270,280,6.4,V,CD,,,,2/5/2024,2024
H10,506,H10_506,H10_506,CAPA,,Prior,90,0,6.4,V,DO,I,,,2/5/2024,2024
H10,507,H10_507,H10_508,TEST,R1,Prior,140,220,8.7,V,BD,I,,R1,2/5/2024,2024
H10,508,H10_508,H10_508,TEST,R1,Prior,125,205,15,V,BD,,,R1,2/5/2024,2024
H10,509,H10_509,H10_509,TEST,,Prior,157,187,9.6,M,-999,,Dq,DQ,2/5/2024,2024
H10,510,H10_510,H10_510,-999,,Prior,210,500,29.1,V,EM,,,se agregaron coordenadas,2/5/2024,2024
H10,511,H10_511,H10_511,SACO,,Prior,185,400,21.9,V,CD,I,,es SC,2/5/2024,2024
H10,512,H10_512,H10_512,SACO,,Prior,320,20,8.2,V,BD,I,,,2/5/2024,2024
H12,2290,H12_2290,H12_2290,TEST,R1,Prior,400,40,19,V,BD,I,De,muchos árboles caídos sobre parcela,2/5/2024,2024
H12,442,H12_442,H12_442,PONU,,Prior,260,370,18.7,V,CD,I,De,,2/5/2024,2024
H12,444,H12_444,H12_444,CAPA,,Prior,60,60,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/5/2024,2024
H13,2289,H13_2289,H13_2289,PONU,,Prior,360,310,48.1,V,EM,,,cambiada chapa a 2289,2/5/2024,2024
H13,312,H13_312,H13_312,PONU,,Prior,55,160,26.6,V,DO,,,,2/5/2024,2024
H13,313,H13_313,H13_313,PONU,,Prior,90,230,13.7,V,CD,I,,enredada con otros troncos,2/5/2024,2024
H13,314,H13_314,H13_314,NONI,,Prior,140,260,80.2,V,EM,,,corregidas las especies,2/5/2024,2024
H13,315,H13_315,H13_315,TEST,,Prior,180,130,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H13,316,H13_316,H13_316,TEST,,Prior,410,220,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H13,52,H13_52,H13_52,TEST,,Prior,330,340,9.7,V,BD,I,,dap medido sin tama,2/5/2024,2024
H14,306,H14_306,H14_306,TEST,R1,Prior,450,350,22.9,V,CD,I,,Medido sin rama R1,2/5/2024,2024
H14,308,H14_308,H14_306,TEST,R1,Prior,390,320,12.2,V,CD,,,R1,2/5/2024,2024
H15,296,H15_296,H15_296,TEST,,Prior,500,175,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H15,298,H15_298,H15_298,TEST,,Prior,500,140,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H15,336,H15_336,H15_336,PONU,,Prior,55,440,13,V,BD,I,,Rebrote recto,2/5/2024,2024
H15,338,H15_338,H15_338,TEST,,Prior,280,390,15.9,V,IN,,,,2/5/2024,2024
H15,340,H15_340,H15_340,TEST,,Prior,300,410,20,V,IN,,,,2/5/2024,2024
H15,47,H15_47,H15_47,TEST,,Prior,380,470,30.8,V,DO,,,,2/5/2024,2024
H15,87,H15_87,H15_87,TEST,,Prior,500,460,7.3,V,BD,r,,,2/5/2024,2024
H15,91,H15_91,H15_91,CRHO,,Prior,390,130,7,V,BD,I,,,2/5/2024,2024
H16,2288,H16_2288,H16_2288,NONI,,Prior,280,120,76.3,V,EM,,,Cambio chapa 2288,2/5/2024,2024
H16,344,H16_344,H16_344,DRWI,,Prior,20,190,14.5,M,-999,,Dq,DQ,2/5/2024,2024
H16,346,H16_346,H16_346,PONU,,Prior,110,220,10.3,V,IN,,,,2/5/2024,2024
H16,348,H16_348,H16_348,NONI,,Prior,130,370,37.8,V,EM,,,,2/5/2024,2024
H16,350,H16_350,H16_350,PONU,,Prior,200,330,29,V,DO,,,,2/5/2024,2024
H16,352,H16_352,H16_352,PONU,,Prior,160,414,18.5,V,DO,,,,2/5/2024,2024
H16,354,H16_354,H16_354,PONU,,Prior,170,470,27.3,V,IN,,,,2/5/2024,2024
H17,542,H17_542,H17_542,TEST,,Prior,500,480,15.3,V,IN,I,,CON REBROTE,2/5/2024,2024
H18,413,H18_413,H18_413,CRHO,,Prior,220,140,5.2,V,IN,I,,MUCHO MUSGO,2/5/2024,2024
H18,414,H18_414,H18_414,CRHO,,Prior,80,360,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H18,542,H18_542,H18_542,TEST,,Prior,500,0,-999,A,-999,-999, ,No encontrado,2/5/2024,2024
H19,344,H19_344,H19_345,CRHO,R1,Prior,170,70,6.4,V,CD,,,R1,2/5/2024,2024
H19,345,H19_345,H19_345,CRHO,R1,Prior,110,50,6.5,E,IN,I,,R1,2/5/2024,2024
H19,347,H19_347,H19_347,SACO,,Prior,235,440,27.8,V,IN,I,,MUSGO,2/5/2024,2024
H19,348,H19_348,H19_348,TEST,,Prior,270,410,25,V,IN,I,,CAPA DE TIERRA ENCIMA. DAP LINEAL,2/5/2024,2024
H19,350,H19_350,H19_350,TEST,,Prior,440,480,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H20,72,H20_72,H20_72,-999,,Prior,470,460,-999,A,-999,-999,,No encontrado,2/5/2024,2024
H20,74,H20_74,H20_74,PONU,,Prior,135,460,11.5,V,IN,I,,,2/5/2024,2024
H20,75,H20_75,H20_75,NONI,,Prior,200,340,90,V,EM,,,,2/5/2024,2024
H20,76,H20_76,H20_76,PONU,,Prior,280,500,28,V,CD,,,,2/5/2024,2024
H20,77,H20_77,H20_77,TEST,,Prior,380,420,14,V,BD,r,,EN EL SUELO CON REBROTE,2/5/2024,2024
I01,827,I01_827,I01_827,-999,,Prior,400,40,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I01,837,I01_837,I01_837,TEST,,Prior,220,453,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I01,841,I01_841,I01_841,PONU,,Prior,60,300,35,V,EM,,,,2/5/2024,2024
I01,842,I01_842,I01_842,TEST,,Prior,65,395,12.3,V,IN,Z,,,2/5/2024,2024
I01,843,I01_843,I01_843,TEST,,Prior,200,280,13,M,BD,I,,,2/5/2024,2024
I01,844,I01_844,I01_844,PONU,,Prior,315,265,16.5,V,CD,I,,MUCHO MUSGO,2/5/2024,2024
I01,845,I01_845,I01_845,TEST,,Prior,235,385,9.8,M,BD,Z,,,2/5/2024,2024
I01,846,I01_846,I01_846,TEST,,Prior,410,110,7.2,M,BD,r,,placa a la altura rodilla,2/5/2024,2024
I01,847,I01_847,I01_847,TEST,,Prior,390,255,11,V,IN,I,,bifurcacion,2/5/2024,2024
I01,848,I01_848,I01_848,TEST,,Prior,360,285,13.7,V,IN,,,,2/5/2024,2024
I01,849,I01_849,I01_849,TEST,,Prior,410,255,22.1,E,BD,Z,,dap lineal,2/5/2024,2024
I01,850,I01_850,I01_850,TEST,,Prior,340,285,8,V,IN,I,,,2/5/2024,2024
I01,851,I01_851,I01_851,NONI,,Prior,420,400,45.5,V,EM,,,,2/5/2024,2024
I01,852,I01_852,I01_852,TEST,,Prior,380,435,22.8,V,BD,,,,2/5/2024,2024
I01,853,I01_853,I01_853,TEST,,Prior,370,290,10.1,V,BD,I,,,2/5/2024,2024
I02,1433,I02_1433,I02_1433,TEST,,Prior,120,420,11.2,V,IN,Z,,,2/5/2024,2024
I02,1434,I02_1434,I02_1434,TEST,,Prior,410,420,9.8,V,BD,r,,,2/5/2024,2024
I02,1435,I02_1435,I02_1435,TEST,,Prior,430,240,15.4,V,IN,I,,,2/5/2024,2024
I02,1436,I02_1436,I02_1436,TEST,,Prior,470,260,13.6,V,IN,I,,,2/5/2024,2024
I02,1437,I02_1437,I02_1437,TEST,,Prior,480,270,9.7,M,-999,,,,2/5/2024,2024
I02,1480,I02_1480,I02_1480,TEST,,Prior,40,0,-999,A,-999,-999,,placa botada,2/5/2024,2024
I02,1482,I02_1482,I02_1483,TEST,R1,Prior,140,40,11,M,-999,I,,misma base que el 1483,2/5/2024,2024
I02,1483,I02_1483,I02_1483,TEST,R1,Prior,370,190,11.9,V,IN,I,,,2/5/2024,2024
I02,1484,I02_1484,I02_1484,TEST,,Prior,310,260,-999,A,-999, , ,No encontrado,2/5/2024,2024
I03,1052,I03_1052,I03_1052,TEST,,Prior,200,10,9.5,V,IN,I,,,2/5/2024,2024
I03,1053,I03_1053,I03_1055,TEST,R1,Prior,225,40,13,V,CD,I,,misma base que el 1055,2/5/2024,2024
I03,1054,I03_1054,I03_1054,TEST,,Prior,245,45,23.2,V,CD,I,,,2/5/2024,2024
I03,1055,I03_1055,I03_1055,TEST,R1,Prior,295,20,15.9,V,BD,I,,,2/5/2024,2024
I03,1056,I03_1056,I03_1055,TEST,R1,Prior,275,70,11,V,IN,I,,,2/5/2024,2024
I03,1057,I03_1057,I03_1057,TEST,,Prior,335,0,23.5,V,CD,I,,,2/5/2024,2024
I03,1058,I03_1058,I03_1058,PONU,,Prior,20,340,11.1,M,IN,I,,,2/5/2024,2024
I03,1059,I03_1059,I03_1059,TEST,,Prior,80,390,8.5,V,BD,Z,,,2/5/2024,2024
I03,1060,I03_1060,I03_1060,PONU,,Prior,90,345,7.2,M,-999,,,,2/5/2024,2024
I03,1061,I03_1061,I03_1061,TEST,,Prior,300,325,21,V,EM,I,,,2/5/2024,2024
I03,1062,I03_1062,I03_1062,TEST,,Prior,410,420,-999,A,-999,-999, ,No encontrado,2/5/2024,2024
I03,1063,I03_1063,I03_1063,TEST,,Prior,485,440,11.5,V,IN,,,,2/5/2024,2024
I04,1206,I04_1206,I04_1206,TEST,,Prior,140,310,5.8,V,CD,,,,2/5/2024,2024
I04,1207,I04_1207,I04_1207,TEST,,Prior,220,330,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I04,1208,I04_1208,I04_1208,TEST,,Prior,320,470,11,V,IN,I,,,2/5/2024,2024
I04,1209,I04_1209,I04_1209,TEST,,Prior,360,30,25.9,V,IN,I,,,2/5/2024,2024
I04,1210,I04_1210,I04_1210,TEST,,Prior,410,0,20.2,V,IN,I,,,2/5/2024,2024
I04,1211,I04_1211,I04_1211,TEST,,Prior,470,30,23,V,EM,,,liana inseparable,2/5/2024,2024
I05,937,I05_937,I05_937,TEST,,Prior,150,415,13,V,CD,Z,,,2/5/2024,2024
I05,938,I05_938,I05_938,TEST,,Prior,396,198,15.6,V,IN,I,,,2/5/2024,2024
I05,939,I05_939,I05_939,TEST,,Prior,395,210,15.8,V,BD,I,,,2/5/2024,2024
I05,940,I05_940,I05_940,TEST,,Prior,327,96,10.4,M,BD,I,,,2/5/2024,2024
I05,941,I05_941,I05_941,TEST,,Prior,0,36,10.7,V,EM,I,,,2/5/2024,2024
I05,942,I05_942,I05_942,TEST,,Prior,0,70,22,V,CD,I,,,2/5/2024,2024
I05,943,I05_943,I05_943,TEST,,Prior,0,123,11.9,V,BD,I,,,2/5/2024,2024
I05,944,I05_944,I05_944,TEST,,Prior,0,144,15.8,V,IN,I,,,2/5/2024,2024
I05,945,I05_945,I05_945,TEST,,Prior,30,137,17.5,V,IN,,,,2/5/2024,2024
I05,946,I05_946,I05_946,CRHO,,Prior,84,150,7.2,M,-999,,,,2/5/2024,2024
I05,947,I05_947,I05_947,TEST,,Prior,80,97,8.5,M,-999,,,,2/5/2024,2024
I05,948,I05_948,I05_948,TEST,,Prior,207,405,12.2,V,DO,,,,2/5/2024,2024
I05,949,I05_949,I05_949,TEST,,Prior,400,290,8.4,M,-999,,,,2/5/2024,2024
I05,959,I05_959,I05_959,TEST,,Prior,240,360,25,V,IN,I,,con liana,2/5/2024,2024
I06,859,I06_859,I06_859,NONI,,Prior,30,20,8.6,V,IN,,,,2/5/2024,2024
I06,860,I06_860,I06_860,TEST,,Prior,260,230,9.2,V,BD,I,,,2/5/2024,2024
I06,861,I06_861,I06_861,TEST,,Prior,30,320,16.1,V,BD,I,,,2/5/2024,2024
I06,862,I06_862,I06_862,TEST,,Prior,400,500,16,V,CD,Z,,,2/5/2024,2024
I07,212,I07_212,I07_212,DRWI,,Prior,280,0,34.1,V,EM,,,,2/5/2024,2024
I07,213,I07_213,I07_213,TEST,,Prior,390,160,8.1,V,BD,I,,con lianas,2/5/2024,2024
I07,214,I07_214,I07_214,TEST,,Prior,430,200,13.8,V,IN,,,,2/5/2024,2024
I07,215,I07_215,I07_215,TEST,,Prior,460,340,17.1,V,IN,I,,,2/5/2024,2024
I07,216,I07_216,I07_216,TEST,,Prior,480,80,5.9,V,BD,Z,,,2/5/2024,2024
I07,41,I07_41,I07_41,TEST,,Prior,110,320,20.3,V,CD,I,,,2/5/2024,2024
I07,42,I07_42,I07_42,TEST,,Prior,110,230,10.8,V,CD,,,,2/5/2024,2024
I07,43,I07_43,I07_43,TEST,,Prior,110,260,10.3,V,IN,,,,2/5/2024,2024
I07,44,I07_44,I07_44,TEST,,Prior,150,210,7.8,V,IN,,,,2/5/2024,2024
I07,46,I07_46,I07_46,TEST,,Prior,110,180,45.2,M,BD,,,,2/5/2024,2024
I07,47,I07_47,I07_47,TEST,,Prior,120,180,10.3,V,CD,,,,2/5/2024,2024
I08,445,I08_445,I08_445,TEST,,Prior,355,75,7,M,BD,I,,,2/5/2024,2024
I08,446,I08_446,I08_446,TEST,,Prior,438,77,10.5,V,BD,I,,,2/5/2024,2024
I08,447,I08_447,I08_447,TEST,,Prior,376,104,9.5,V,IN,Z,,,2/5/2024,2024
I08,449,I08_449,I08_449,TEST,,Prior,367,100,9,M,-999,,,,2/5/2024,2024
I08,450,I08_450,I08_450,TEST,,Prior,351,157,10.9,V,IN,Z,,,2/5/2024,2024
I08,676,I08_676,I08_676,TEST,,Prior,330,200,15.2,V,IN,,Dq,DQ con rebrotes,2/5/2024,2024
I08,677,I08_677,I08_677,TEST,,Prior,365,170,21.2,V,CD,,,,2/5/2024,2024
I09,653,I09_653,I09_654,TEST,R1,Prior,90,330,7.5,V,IN,I,,,2/5/2024,2024
I09,654,I09_654,I09_654,TEST,R1,Prior,130,390,8.5,V,CD,I,,,2/5/2024,2024
I09,655,I09_655,I09_655,TEST,,Prior,230,400,9.2,V,CD,I,,,2/5/2024,2024
I09,656,I09_656,I09_656,TEST,,Prior,380,220,7.2,V,CD,,,,2/5/2024,2024
I10,514,I10_514,I10_514,CAPA,,Prior,110,165,8.9,E,EM,Z,,,2/5/2024,2024
I10,515,I10_515,I10_515,-999,,Prior,140,295,-999,M,-999,,Dq,quebrado,2/5/2024,2024
I10,516,I10_516,I10_516,TEST,,Prior,140,360,38.5,V,BD,r,,dap corregido,2/5/2024,2024
I10,517,I10_517,I10_517,TEST,,Prior,410,320,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I10,518,I10_518,I10_518,TEST,,Prior,370,250,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I11,178,I11_178,I11_180,TEST,R1,Prior,155,300,13.5,V,CD,,,mismo que 180,2/5/2024,2024
I11,179,I11_179,I11_179,TEST,,Prior,220,300,13,V,IN,I,,,2/5/2024,2024
I11,180,I11_180,I11_180,TEST,R1,Prior,240,300,19.3,V,IN,I,,,2/5/2024,2024
I11,181,I11_181,I11_181,TEST,,Prior,280,270,26.5,V,IN,I,,dap lineal,2/5/2024,2024
I11,182,I11_182,I11_182,TEST,,Prior,280,265,18.9,V,IN,I,,MUCHO MUSGO,2/5/2024,2024
I11,183,I11_183,I11_183,TEST,,Prior,290,240,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I11,184,I11_184,I11_184,TEST,,Prior,350,500,6.8,V,BD,I,,,2/5/2024,2024
I11,185,I11_185,I11_185,CRHO,,Prior,440,70,7.7,V,BD,I,,,2/5/2024,2024
I11,186,I11_186,I11_186,CRHO,,Prior,460,55,7.8,V,BD,I,,,2/5/2024,2024
I12,250,I12_250,I12_250,PONU,,Prior,360,450,32.5,V,EM,,,se saco musgo para ver la placa (DAP menor),2/5/2024,2024
I12,445,I12_445,I12_445,TEST,,Prior,190,110,21,V,CD,I,,,2/5/2024,2024
I12,446,I12_446,I12_446,PONU,,Prior,230,470,21.1,V,EM,,,,2/5/2024,2024
I12,447,I12_447,I12_447,TEST,,Prior,460,430,8,M,-999,,,,2/5/2024,2024
I13,249,I13_249,I13_249,PONU,,Prior,230,115,10.1,V,IN,,,,2/5/2024,2024
I13,252,I13_252,I13_252,PONU,,Prior,500,120,12,V,IN,,,,2/5/2024,2024
I13,254,I13_254,I13_254,NONI,,Prior,300,160,67.5,V,EM,,,,2/5/2024,2024
I13,316,I13_316,I13_316,TEST,,Prior,450,360,-999,A,-999,-999,,No encontrado,2/5/2024,2024
I13,317,I13_317,I13_317,TEST,,Prior,460,360,11.5,V,IN,I,,,2/5/2024,2024
I14,302,I14_302,I14_302,TEST,,Prior,240,450,-999,A,-999,-999,,No encontrado,2/5/2024,2024
